uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
PE,INDETERMINADA,DOMICILIO,"40 - 49",M,1
PE,INDETERMINADA,HOSPITAL,"40 - 49",F,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,2
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,1
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,4
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,5
PE,PNEUMONIA,HOSPITAL,"40 - 49",F,2
PE,PNEUMONIA,HOSPITAL,"40 - 49",M,4
PE,SEPTICEMIA,HOSPITAL,"40 - 49",F,8
PE,SEPTICEMIA,HOSPITAL,"40 - 49",M,9
PE,SRAG,HOSPITAL,"40 - 49",F,1
PE,SRAG,HOSPITAL,"40 - 49",M,2
PI,OUTRAS,HOSPITAL,"40 - 49",F,2
PI,OUTRAS,HOSPITAL,"40 - 49",M,3
PI,OUTRAS,OUTRO,"40 - 49",M,1
PI,COVID,HOSPITAL,"40 - 49",M,1
PI,PNEUMONIA,HOSPITAL,"40 - 49",M,1
PI,SEPTICEMIA,HOSPITAL,"40 - 49",F,1
PI,SEPTICEMIA,VIA_PUBLICA,"40 - 49",M,1
PR,OUTRAS,DOMICILIO,"40 - 49",F,11
PR,OUTRAS,DOMICILIO,"40 - 49",M,18
PR,OUTRAS,HOSPITAL,"40 - 49",F,28
PR,OUTRAS,HOSPITAL,"40 - 49",M,33
PR,OUTRAS,OUTRO,"40 - 49",M,4
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,7
PR,OUTRAS,VIA_PUBLICA,"40 - 49",M,3
PR,COVID,DOMICILIO,"40 - 49",M,1
PR,COVID,HOSPITAL,"40 - 49",F,20
PR,COVID,HOSPITAL,"40 - 49",M,23
PR,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
PR,INDETERMINADA,HOSPITAL,"40 - 49",M,1
PR,INDETERMINADA,VIA_PUBLICA,"40 - 49",M,1
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,2
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,5
PR,PNEUMONIA,DOMICILIO,"40 - 49",M,1
PR,PNEUMONIA,HOSPITAL,"40 - 49",F,2
PR,PNEUMONIA,HOSPITAL,"40 - 49",M,9
PR,SEPTICEMIA,HOSPITAL,"40 - 49",F,12
PR,SEPTICEMIA,HOSPITAL,"40 - 49",M,7
RJ,OUTRAS,DOMICILIO,"40 - 49",F,20
RJ,OUTRAS,DOMICILIO,"40 - 49",M,40
RJ,OUTRAS,HOSPITAL,"40 - 49",F,44
RJ,OUTRAS,HOSPITAL,"40 - 49",M,62
RJ,OUTRAS,IGNORADO,"40 - 49",F,1
RJ,OUTRAS,OUTRO,"40 - 49",F,1
RJ,OUTRAS,OUTRO,"40 - 49",M,3
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,11
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,12
RJ,OUTRAS,VIA_PUBLICA,"40 - 49",F,2
RJ,OUTRAS,VIA_PUBLICA,"40 - 49",M,6
RJ,COVID,DOMICILIO,"40 - 49",M,2
RJ,COVID,HOSPITAL,"40 - 49",F,41
RJ,COVID,HOSPITAL,"40 - 49",M,40
RJ,COVID,IGNORADO,"40 - 49",M,1
RJ,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
RJ,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,5
RJ,INDETERMINADA,DOMICILIO,"40 - 49",F,1
RJ,INDETERMINADA,DOMICILIO,"40 - 49",M,4
RJ,INDETERMINADA,HOSPITAL,"40 - 49",F,1
RJ,INDETERMINADA,HOSPITAL,"40 - 49",M,1
RJ,INDETERMINADA,OUTRO,"40 - 49",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,4
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,10
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,5
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,3
RJ,PNEUMONIA,DOMICILIO,"40 - 49",M,1
RJ,PNEUMONIA,HOSPITAL,"40 - 49",F,13
RJ,PNEUMONIA,HOSPITAL,"40 - 49",M,20
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,6
RJ,SEPTICEMIA,DOMICILIO,"40 - 49",M,1
RJ,SEPTICEMIA,HOSPITAL,"40 - 49",F,24
RJ,SEPTICEMIA,HOSPITAL,"40 - 49",M,17
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,5
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,4
RJ,SRAG,HOSPITAL,"40 - 49",M,1
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
RN,OUTRAS,DOMICILIO,"40 - 49",F,3
RN,OUTRAS,DOMICILIO,"40 - 49",M,2
RN,OUTRAS,HOSPITAL,"40 - 49",F,7
RN,OUTRAS,HOSPITAL,"40 - 49",M,4
RN,OUTRAS,OUTRO,"40 - 49",M,1
RN,COVID,HOSPITAL,"40 - 49",F,3
RN,COVID,HOSPITAL,"40 - 49",M,2
RN,PNEUMONIA,DOMICILIO,"40 - 49",M,1
RN,PNEUMONIA,HOSPITAL,"40 - 49",M,3
RN,SEPTICEMIA,HOSPITAL,"40 - 49",M,1
RN,SEPTICEMIA,OUTRO,"40 - 49",M,1
RN,SRAG,HOSPITAL,"40 - 49",F,1
RO,OUTRAS,DOMICILIO,"40 - 49",F,1
RO,OUTRAS,DOMICILIO,"40 - 49",M,2
RO,OUTRAS,HOSPITAL,"40 - 49",F,5
RO,OUTRAS,HOSPITAL,"40 - 49",M,2
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
RO,OUTRAS,VIA_PUBLICA,"40 - 49",M,3
RO,COVID,HOSPITAL,"40 - 49",F,3
RO,COVID,HOSPITAL,"40 - 49",M,7
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,1
RO,PNEUMONIA,HOSPITAL,"40 - 49",M,1
RO,PNEUMONIA,VIA_PUBLICA,"40 - 49",F,1
RO,SEPTICEMIA,DOMICILIO,"40 - 49",M,1
RR,OUTRAS,DOMICILIO,"40 - 49",M,2
RR,OUTRAS,HOSPITAL,"40 - 49",F,3
RR,OUTRAS,HOSPITAL,"40 - 49",M,2
RR,COVID,HOSPITAL,"40 - 49",F,1
RR,COVID,HOSPITAL,"40 - 49",M,1
RR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
RR,SEPTICEMIA,HOSPITAL,"40 - 49",F,1
RR,SEPTICEMIA,HOSPITAL,"40 - 49",M,1
RS,OUTRAS,DOMICILIO,"40 - 49",F,5
RS,OUTRAS,DOMICILIO,"40 - 49",M,22
RS,OUTRAS,HOSPITAL,"40 - 49",F,28
RS,OUTRAS,HOSPITAL,"40 - 49",I,1
RS,OUTRAS,HOSPITAL,"40 - 49",M,33
RS,OUTRAS,IGNORADO,"40 - 49",M,1
RS,OUTRAS,OUTRO,"40 - 49",M,2
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,5
RS,OUTRAS,VIA_PUBLICA,"40 - 49",F,1
RS,OUTRAS,VIA_PUBLICA,"40 - 49",M,3
RS,COVID,HOSPITAL,"40 - 49",F,18
RS,COVID,HOSPITAL,"40 - 49",M,23
RS,COVID,IGNORADO,"40 - 49",F,1
RS,COVID,IGNORADO,"40 - 49",M,2
RS,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
RS,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
RS,INDETERMINADA,DOMICILIO,"40 - 49",M,1
RS,INDETERMINADA,OUTRO,"40 - 49",M,1
RS,INDETERMINADA,VIA_PUBLICA,"40 - 49",M,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,1
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,5
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,5
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",F,1
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",M,1
RS,PNEUMONIA,DOMICILIO,"40 - 49",M,1
RS,PNEUMONIA,HOSPITAL,"40 - 49",F,4
RS,PNEUMONIA,HOSPITAL,"40 - 49",M,10
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
RS,SEPTICEMIA,HOSPITAL,"40 - 49",F,9
RS,SEPTICEMIA,HOSPITAL,"40 - 49",M,11
SC,OUTRAS,DOMICILIO,"40 - 49",F,5
SC,OUTRAS,DOMICILIO,"40 - 49",M,9
SC,OUTRAS,HOSPITAL,"40 - 49",F,11
SC,OUTRAS,HOSPITAL,"40 - 49",M,21
SC,OUTRAS,OUTRO,"40 - 49",M,3
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
SC,OUTRAS,VIA_PUBLICA,"40 - 49",M,2
SC,COVID,HOSPITAL,"40 - 49",F,6
SC,COVID,HOSPITAL,"40 - 49",M,11
SC,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,3
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,2
SC,PNEUMONIA,HOSPITAL,"40 - 49",F,4
SC,PNEUMONIA,HOSPITAL,"40 - 49",M,4
SC,SEPTICEMIA,DOMICILIO,"40 - 49",F,1
SC,SEPTICEMIA,HOSPITAL,"40 - 49",F,8
SC,SEPTICEMIA,HOSPITAL,"40 - 49",M,6
SE,OUTRAS,DOMICILIO,"40 - 49",M,4
SE,OUTRAS,HOSPITAL,"40 - 49",F,9
SE,OUTRAS,HOSPITAL,"40 - 49",M,5
SE,OUTRAS,OUTRO,"40 - 49",M,2
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
SE,COVID,HOSPITAL,"40 - 49",F,6
SE,COVID,HOSPITAL,"40 - 49",M,5
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,1
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,2
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
SE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,1
SE,PNEUMONIA,HOSPITAL,"40 - 49",F,1
SE,PNEUMONIA,HOSPITAL,"40 - 49",M,1
SE,SEPTICEMIA,HOSPITAL,"40 - 49",F,1
SP,OUTRAS,DOMICILIO,"40 - 49",F,23
SP,OUTRAS,DOMICILIO,"40 - 49",M,77
SP,OUTRAS,HOSPITAL,"40 - 49",F,103
SP,OUTRAS,HOSPITAL,"40 - 49",M,138
SP,OUTRAS,IGNORADO,"40 - 49",M,1
SP,OUTRAS,OUTRO,"40 - 49",F,6
SP,OUTRAS,OUTRO,"40 - 49",M,13
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,5
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,16
SP,OUTRAS,VIA_PUBLICA,"40 - 49",F,8
SP,OUTRAS,VIA_PUBLICA,"40 - 49",M,20
SP,COVID,DOMICILIO,"40 - 49",F,1
SP,COVID,DOMICILIO,"40 - 49",M,2
SP,COVID,HOSPITAL,"40 - 49",F,63
SP,COVID,HOSPITAL,"40 - 49",M,82
SP,COVID,IGNORADO,"40 - 49",F,1
SP,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
SP,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
SP,INDETERMINADA,DOMICILIO,"40 - 49",F,3
SP,INDETERMINADA,DOMICILIO,"40 - 49",M,5
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,3
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,2
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,24
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,30
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
SP,PNEUMONIA,DOMICILIO,"40 - 49",F,1
SP,PNEUMONIA,HOSPITAL,"40 - 49",F,26
SP,PNEUMONIA,HOSPITAL,"40 - 49",M,42
SP,PNEUMONIA,IGNORADO,"40 - 49",F,1
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
SP,PNEUMONIA,VIA_PUBLICA,"40 - 49",M,1
SP,SEPTICEMIA,DOMICILIO,"40 - 49",M,1
SP,SEPTICEMIA,HOSPITAL,"40 - 49",F,26
SP,SEPTICEMIA,HOSPITAL,"40 - 49",M,42
SP,SRAG,HOSPITAL,"40 - 49",F,1
SP,SRAG,HOSPITAL,"40 - 49",M,1
TO,OUTRAS,DOMICILIO,"40 - 49",F,1
TO,OUTRAS,DOMICILIO,"40 - 49",M,1
TO,OUTRAS,HOSPITAL,"40 - 49",F,2
TO,OUTRAS,HOSPITAL,"40 - 49",M,2
TO,OUTRAS,OUTRO,"40 - 49",F,1
TO,OUTRAS,OUTRO,"40 - 49",M,1
TO,OUTRAS,VIA_PUBLICA,"40 - 49",M,1
TO,COVID,HOSPITAL,"40 - 49",F,1
TO,COVID,HOSPITAL,"40 - 49",M,2
TO,PNEUMONIA,HOSPITAL,"40 - 49",F,1
TO,SEPTICEMIA,HOSPITAL,"40 - 49",F,1
TO,SEPTICEMIA,HOSPITAL,"40 - 49",M,1
TO,SEPTICEMIA,OUTRO,"40 - 49",M,1
AC,OUTRAS,DOMICILIO,"50 - 59",M,1
AC,OUTRAS,HOSPITAL,"50 - 59",F,2
AC,OUTRAS,HOSPITAL,"50 - 59",M,9
AC,COVID,HOSPITAL,"50 - 59",F,1
AC,COVID,HOSPITAL,"50 - 59",M,3
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,1
AC,SEPTICEMIA,HOSPITAL,"50 - 59",M,1
AC,SRAG,HOSPITAL,"50 - 59",F,1
AL,OUTRAS,DOMICILIO,"50 - 59",F,2
AL,OUTRAS,DOMICILIO,"50 - 59",M,12
AL,OUTRAS,HOSPITAL,"50 - 59",F,8
AL,OUTRAS,HOSPITAL,"50 - 59",M,13
AL,OUTRAS,VIA_PUBLICA,"50 - 59",F,1
AL,OUTRAS,VIA_PUBLICA,"50 - 59",M,1
AL,COVID,HOSPITAL,"50 - 59",F,4
AL,COVID,HOSPITAL,"50 - 59",M,9
AL,INDETERMINADA,HOSPITAL,"50 - 59",M,1
AL,INDETERMINADA,OUTRO,"50 - 59",M,1
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,3
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
AL,PNEUMONIA,HOSPITAL,"50 - 59",F,7
AL,PNEUMONIA,HOSPITAL,"50 - 59",M,3
AL,SEPTICEMIA,HOSPITAL,"50 - 59",F,5
AL,SEPTICEMIA,HOSPITAL,"50 - 59",M,4
AM,OUTRAS,DOMICILIO,"50 - 59",F,14
AM,OUTRAS,DOMICILIO,"50 - 59",M,12
AM,OUTRAS,HOSPITAL,"50 - 59",F,16
AM,OUTRAS,HOSPITAL,"50 - 59",M,15
AM,OUTRAS,OUTRO,"50 - 59",M,2
AM,COVID,DOMICILIO,"50 - 59",F,2
AM,COVID,DOMICILIO,"50 - 59",M,3
AM,COVID,HOSPITAL,"50 - 59",F,51
AM,COVID,HOSPITAL,"50 - 59",M,74
AM,INDETERMINADA,DOMICILIO,"50 - 59",M,1
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,1
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,2
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,4
AM,PNEUMONIA,DOMICILIO,"50 - 59",F,1
AM,PNEUMONIA,HOSPITAL,"50 - 59",F,4
AM,PNEUMONIA,HOSPITAL,"50 - 59",M,11
AM,SEPTICEMIA,HOSPITAL,"50 - 59",F,5
AM,SEPTICEMIA,HOSPITAL,"50 - 59",M,3
AM,SRAG,DOMICILIO,"50 - 59",F,1
AM,SRAG,HOSPITAL,"50 - 59",F,10
AM,SRAG,HOSPITAL,"50 - 59",M,14
AP,OUTRAS,HOSPITAL,"50 - 59",F,1
AP,COVID,HOSPITAL,"50 - 59",M,1
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,1
BA,OUTRAS,DOMICILIO,"50 - 59",F,19
BA,OUTRAS,DOMICILIO,"50 - 59",M,44
BA,OUTRAS,HOSPITAL,"50 - 59",F,44
BA,OUTRAS,HOSPITAL,"50 - 59",M,56
BA,OUTRAS,OUTRO,"50 - 59",F,3
BA,OUTRAS,OUTRO,"50 - 59",M,7
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,4
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,9
BA,OUTRAS,VIA_PUBLICA,"50 - 59",F,2
BA,OUTRAS,VIA_PUBLICA,"50 - 59",M,3
BA,COVID,DOMICILIO,"50 - 59",M,1
BA,COVID,HOSPITAL,"50 - 59",F,15
BA,COVID,HOSPITAL,"50 - 59",M,35
BA,COVID,OUTRO,"50 - 59",M,1
BA,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
BA,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,2
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,4
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,10
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,14
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
BA,PNEUMONIA,HOSPITAL,"50 - 59",F,4
BA,PNEUMONIA,HOSPITAL,"50 - 59",M,7
BA,SEPTICEMIA,DOMICILIO,"50 - 59",M,1
BA,SEPTICEMIA,HOSPITAL,"50 - 59",F,13
BA,SEPTICEMIA,HOSPITAL,"50 - 59",M,16
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,2
BA,SRAG,HOSPITAL,"50 - 59",M,1
BA,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
CE,OUTRAS,DOMICILIO,"50 - 59",F,3
CE,OUTRAS,DOMICILIO,"50 - 59",M,13
CE,OUTRAS,HOSPITAL,"50 - 59",F,13
CE,OUTRAS,HOSPITAL,"50 - 59",M,22
CE,OUTRAS,IGNORADO,"50 - 59",F,2
CE,OUTRAS,IGNORADO,"50 - 59",M,10
CE,OUTRAS,OUTRO,"50 - 59",F,1
CE,OUTRAS,OUTRO,"50 - 59",M,1
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,3
CE,OUTRAS,VIA_PUBLICA,"50 - 59",F,1
CE,OUTRAS,VIA_PUBLICA,"50 - 59",M,2
CE,COVID,DOMICILIO,"50 - 59",F,1
CE,COVID,DOMICILIO,"50 - 59",M,1
CE,COVID,HOSPITAL,"50 - 59",F,3
CE,COVID,HOSPITAL,"50 - 59",M,13
CE,COVID,IGNORADO,"50 - 59",F,1
CE,COVID,IGNORADO,"50 - 59",M,2
CE,COVID,OUTRO,"50 - 59",F,1
CE,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
CE,INDETERMINADA,DOMICILIO,"50 - 59",M,1
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,2
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,1
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,1
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,4
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"50 - 59",M,2
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
CE,PNEUMONIA,DOMICILIO,"50 - 59",M,2
CE,PNEUMONIA,HOSPITAL,"50 - 59",F,6
CE,PNEUMONIA,HOSPITAL,"50 - 59",M,7
CE,PNEUMONIA,IGNORADO,"50 - 59",F,1
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
CE,SEPTICEMIA,HOSPITAL,"50 - 59",F,7
CE,SEPTICEMIA,HOSPITAL,"50 - 59",M,7
CE,SEPTICEMIA,IGNORADO,"50 - 59",F,1
CE,SEPTICEMIA,IGNORADO,"50 - 59",M,1
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,2
CE,SRAG,HOSPITAL,"50 - 59",M,1
DF,OUTRAS,DOMICILIO,"50 - 59",F,1
DF,OUTRAS,DOMICILIO,"50 - 59",M,4
DF,OUTRAS,HOSPITAL,"50 - 59",F,15
DF,OUTRAS,HOSPITAL,"50 - 59",M,26
DF,OUTRAS,OUTRO,"50 - 59",F,1
DF,OUTRAS,OUTRO,"50 - 59",M,2
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
DF,OUTRAS,VIA_PUBLICA,"50 - 59",M,3
DF,COVID,HOSPITAL,"50 - 59",F,9
DF,COVID,HOSPITAL,"50 - 59",M,9
DF,INDETERMINADA,HOSPITAL,"50 - 59",M,1
DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,1
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,4
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,2
DF,PNEUMONIA,HOSPITAL,"50 - 59",F,1
DF,PNEUMONIA,HOSPITAL,"50 - 59",M,10
DF,SEPTICEMIA,HOSPITAL,"50 - 59",F,6
DF,SEPTICEMIA,HOSPITAL,"50 - 59",M,5
DF,SRAG,HOSPITAL,"50 - 59",M,1
ES,OUTRAS,DOMICILIO,"50 - 59",F,4
ES,OUTRAS,DOMICILIO,"50 - 59",M,12
ES,OUTRAS,HOSPITAL,"50 - 59",F,19
ES,OUTRAS,HOSPITAL,"50 - 59",M,42
ES,OUTRAS,OUTRO,"50 - 59",F,1
ES,OUTRAS,OUTRO,"50 - 59",M,3
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
ES,OUTRAS,VIA_PUBLICA,"50 - 59",F,1
ES,OUTRAS,VIA_PUBLICA,"50 - 59",M,4
ES,COVID,DOMICILIO,"50 - 59",M,1
ES,COVID,HOSPITAL,"50 - 59",F,21
ES,COVID,HOSPITAL,"50 - 59",M,25
ES,COVID,VIA_PUBLICA,"50 - 59",M,1
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,1
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,3
ES,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",M,1
ES,PNEUMONIA,DOMICILIO,"50 - 59",F,1
ES,PNEUMONIA,DOMICILIO,"50 - 59",M,1
ES,PNEUMONIA,HOSPITAL,"50 - 59",F,7
ES,PNEUMONIA,HOSPITAL,"50 - 59",M,5
ES,SEPTICEMIA,DOMICILIO,"50 - 59",F,1
ES,SEPTICEMIA,HOSPITAL,"50 - 59",F,7
ES,SEPTICEMIA,HOSPITAL,"50 - 59",M,8
ES,SRAG,HOSPITAL,"50 - 59",F,2
GO,OUTRAS,DOMICILIO,"50 - 59",F,5
GO,OUTRAS,DOMICILIO,"50 - 59",M,19
GO,OUTRAS,HOSPITAL,"50 - 59",F,9
GO,OUTRAS,HOSPITAL,"50 - 59",M,29
GO,OUTRAS,OUTRO,"50 - 59",F,3
GO,OUTRAS,OUTRO,"50 - 59",M,7
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,6
GO,OUTRAS,POSTO_SAUDE,"50 - 59",M,1
GO,OUTRAS,VIA_PUBLICA,"50 - 59",M,3
GO,COVID,HOSPITAL,"50 - 59",F,14
GO,COVID,HOSPITAL,"50 - 59",M,23
GO,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,5
GO,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,3
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,11
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,7
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",M,1
GO,PNEUMONIA,HOSPITAL,"50 - 59",F,1
GO,PNEUMONIA,HOSPITAL,"50 - 59",M,8
GO,PNEUMONIA,IGNORADO,"50 - 59",F,1
GO,PNEUMONIA,IGNORADO,"50 - 59",M,1
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
GO,SEPTICEMIA,DOMICILIO,"50 - 59",M,1
GO,SEPTICEMIA,HOSPITAL,"50 - 59",F,10
GO,SEPTICEMIA,HOSPITAL,"50 - 59",M,7
GO,SEPTICEMIA,IGNORADO,"50 - 59",M,1
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,3
GO,SRAG,HOSPITAL,"50 - 59",M,1
MA,OUTRAS,DOMICILIO,"50 - 59",F,6
MA,OUTRAS,DOMICILIO,"50 - 59",M,4
MA,OUTRAS,HOSPITAL,"50 - 59",F,13
MA,OUTRAS,HOSPITAL,"50 - 59",M,25
MA,OUTRAS,OUTRO,"50 - 59",F,1
MA,OUTRAS,OUTRO,"50 - 59",M,1
MA,COVID,HOSPITAL,"50 - 59",F,1
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,3
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,2
MA,PNEUMONIA,DOMICILIO,"50 - 59",M,1
MA,PNEUMONIA,HOSPITAL,"50 - 59",F,2
